Pair_mouse,Experimental condition information,Human Gender,Condition
ERR1763503 ,534.MF.Mfec.AMER4.M1.AMERdiet.AdLib.d54,,534.MF.Mfec.AMER4.M1.AMERdiet.AdLib.d54
ERR1763504 ,535.MF.Mfec.AMER4.M1.AMERdiet.AdLib.d55,,535.MF.Mfec.AMER4.M1.AMERdiet.AdLib.d55
ERR1763505 ,536.MF.Mfec.AMER4.M1.AMERdiet.AdLib.d56,,536.MF.Mfec.AMER4.M1.AMERdiet.AdLib.d56
ERR1763506 ,537.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d0,,537.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d0
ERR1763507 ,538.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d0.5,,538.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d0.5
ERR1763508 ,539.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d1; mouse gut metagenome,,539.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d1; mouse gut metagenome
ERR1763510 ,540.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d1.5; mouse gut metagenome,,540.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d1.5; mouse gut metagenome
ERR1763511 ,541.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d2,,541.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d2
ERR1763512 ,542.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d8,,542.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d8
ERR1763513 ,543.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d15,,543.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d15
ERR1763514 ,544.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d22; mouse gut metagenome,,544.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d22; mouse gut metagenome
ERR1763515 ,545.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d29,,545.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d29
ERR1763516 ,546.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d36,,546.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d36
ERR1763517 ,547.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d48; mouse gut metagenome,,547.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d48; mouse gut metagenome
ERR1763518 ,548.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d54,,548.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d54
ERR1763519 ,549.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d55,,549.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d55
ERR1763521 ,550.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d56,,550.MF.Mfec.AMER4.M2.CRONdiet.Restricted.d56
ERR1763522 ,551.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d0.5,,551.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d0.5
ERR1763523 ,552.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d1,,552.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d1
ERR1763524 ,553.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d1.5,,553.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d1.5
ERR1763525 ,554.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d2,,554.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d2
ERR1763526 ,555.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d15; mouse gut metagenome,,555.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d15; mouse gut metagenome
ERR1763527 ,556.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d22; mouse gut metagenome,,556.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d22; mouse gut metagenome
ERR1763528 ,557.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d29,,557.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d29
ERR1763529 ,558.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d36; mouse gut metagenome,,558.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d36; mouse gut metagenome
ERR1763530 ,559.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d48,,559.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d48
ERR1763532 ,560.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d54,,560.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d54
ERR1763533 ,561.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d55,,561.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d55
ERR1763534 ,562.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d56,,562.MF.Mfec.AMER4.M3.AMERdiet.Restricted.d56
ERR1763535 ,563.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d1,,563.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d1
ERR1763536 ,564.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d1.5,,564.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d1.5
ERR1763537 ,565.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d2,,565.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d2
ERR1763538 ,566.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d8,,566.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d8
ERR1763539 ,567.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d15,,567.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d15
ERR1763540 ,568.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d22,,568.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d22
ERR1763541 ,569.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d29,,569.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d29
ERR1763543 ,570.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d36,,570.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d36
ERR1763544 ,571.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d48; mouse gut metagenome,,571.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d48; mouse gut metagenome
ERR1763545 ,572.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d54,,572.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d54
ERR1763546 ,573.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d55,,573.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d55
ERR1763547 ,574.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d56,,574.MF.Mfec.AMER5.M1.AMERdiet.AdLib.d56
ERR1763548 ,575.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d0.5,,575.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d0.5
ERR1763549 ,576.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d1,,576.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d1
ERR1763550 ,577.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d1.5,,577.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d1.5
ERR1763551 ,578.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d2,,578.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d2
ERR1763552 ,579.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d8,,579.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d8
ERR1763554 ,580.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d15; mouse gut metagenome,,580.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d15; mouse gut metagenome
ERR1763555 ,581.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d22,,581.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d22
ERR1763556 ,582.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d29,,582.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d29
ERR1763557 ,583.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d36,,583.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d36
ERR1763558 ,584.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d48; mouse gut metagenome,,584.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d48; mouse gut metagenome
ERR1763559 ,585.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d54,,585.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d54
ERR1763560 ,586.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d55,,586.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d55
ERR1763561 ,587.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d56,,587.MF.Mfec.AMER5.M2.CRONdiet.Restricted.d56
ERR1763562 ,588.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d0.5,,588.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d0.5
ERR1763563 ,589.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d1.5,,589.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d1.5
ERR1763565 ,590.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d2,,590.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d2
ERR1763566 ,591.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d8,,591.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d8
ERR1763567 ,592.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d15,,592.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d15
ERR1763568 ,593.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d22,,593.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d22
ERR1763569 ,594.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d29,,594.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d29
ERR1763570 ,595.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d36,,595.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d36
ERR1763571 ,596.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d48,,596.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d48
ERR1763572 ,597.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d54,,597.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d54
ERR1763573 ,598.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d56,,598.MF.Mfec.AMER5.M3.AMERdiet.Restricted.d56
ERR1763574 ,599.MF.Mcec.CRON1.M1.AMERdiet.AdLib; mouse gut metagenome,,599.MF.Mcec.CRON1.M1.AMERdiet.AdLib; mouse gut metagenome
ERR1763577 ,600.MF.Mcec.CRON1.M2.CRONdiet.Restricted,,600.MF.Mcec.CRON1.M2.CRONdiet.Restricted
ERR1763578 ,601.MF.Mcec.CRON1.M3.CRONdiet.AdLib,,601.MF.Mcec.CRON1.M3.CRONdiet.AdLib
ERR1763579 ,602.MF.Mcec.CRON2.M1.AMERdiet.AdLib; mouse gut metagenome,,602.MF.Mcec.CRON2.M1.AMERdiet.AdLib; mouse gut metagenome
ERR1763580 ,603.MF.Mcec.CRON2.M2.CRONdiet.Restricted,,603.MF.Mcec.CRON2.M2.CRONdiet.Restricted
ERR1763581 ,604.MF.Mcec.CRON2.M3.CRONdiet.AdLib,,604.MF.Mcec.CRON2.M3.CRONdiet.AdLib
ERR1763582 ,605.MF.Mcec.CRON3.M1.AMERdiet.AdLib,,605.MF.Mcec.CRON3.M1.AMERdiet.AdLib
ERR1763583 ,606.MF.Mcec.CRON3.M2.CRONdiet.Restricted,,606.MF.Mcec.CRON3.M2.CRONdiet.Restricted
ERR1763584 ,607.MF.Mcec.CRON3.M3.CRONdiet.AdLib,,607.MF.Mcec.CRON3.M3.CRONdiet.AdLib
ERR1763585 ,608.MF.Mcec.CRON4.M2.CRONdiet.Restricted,,608.MF.Mcec.CRON4.M2.CRONdiet.Restricted
ERR1763586 ,609.MF.Mcec.CRON4.M3.CRONdiet.AdLib,,609.MF.Mcec.CRON4.M3.CRONdiet.AdLib
ERR1763588 ,610.MF.Mcec.CRON5.M1.AMERdiet.AdLib,,610.MF.Mcec.CRON5.M1.AMERdiet.AdLib
ERR1763589 ,611.MF.Mcec.CRON5.M2.CRONdiet.Restricted,,611.MF.Mcec.CRON5.M2.CRONdiet.Restricted
ERR1763590 ,612.MF.Mcec.CRON5.M3.CRONdiet.AdLib,,612.MF.Mcec.CRON5.M3.CRONdiet.AdLib
ERR1763591 ,613.MF.Mcec.AMER1.M1.AMERdiet.AdLib,,613.MF.Mcec.AMER1.M1.AMERdiet.AdLib
ERR1763593 ,615.MF.Mcec.AMER1.M3.AMERdiet.Restricted,,615.MF.Mcec.AMER1.M3.AMERdiet.Restricted
ERR1763594 ,616.MF.Mcec.AMER2.M2.CRONdiet.Restricted,,616.MF.Mcec.AMER2.M2.CRONdiet.Restricted
ERR1763595 ,617.MF.Mcec.AMER2.M3.AMERdiet.Restricted,,617.MF.Mcec.AMER2.M3.AMERdiet.Restricted
ERR1763596 ,618.MF.Mcec.AMER3.M1.AMERdiet.AdLib,,618.MF.Mcec.AMER3.M1.AMERdiet.AdLib
ERR1763597 ,619.MF.Mcec.AMER3.M2.CRONdiet.Restricted,,619.MF.Mcec.AMER3.M2.CRONdiet.Restricted
ERR1763599 ,620.MF.Mcec.AMER4.M1.AMERdiet.AdLib; mouse gut metagenome,,620.MF.Mcec.AMER4.M1.AMERdiet.AdLib; mouse gut metagenome
ERR1763600 ,621.MF.Mcec.AMER4.M2.CRONdiet.Restricted; mouse gut metagenome,,621.MF.Mcec.AMER4.M2.CRONdiet.Restricted; mouse gut metagenome
ERR1763601 ,622.MF.Mcec.AMER4.M3.AMERdiet.Restricted; mouse gut metagenome,,622.MF.Mcec.AMER4.M3.AMERdiet.Restricted; mouse gut metagenome
ERR1763602 ,623.MF.Mcec.AMER5.M1.AMERdiet.AdLib; mouse gut metagenome,,623.MF.Mcec.AMER5.M1.AMERdiet.AdLib; mouse gut metagenome
ERR1763603 ,624.MF.Mcec.AMER5.M2.CRONdiet.Restricted,,624.MF.Mcec.AMER5.M2.CRONdiet.Restricted
ERR1763604 ,625.MF.Mcec.AMER5.M3.AMERdiet.Restricted,,625.MF.Mcec.AMER5.M3.AMERdiet.Restricted
ERR1763605 ,626.CH.Input.CRON1.sample1,,626.CH.Input.CRON1.sample1
ERR1763606 ,627.CH.Input.CRON1.sample2,,627.CH.Input.CRON1.sample2
ERR1763607 ,628.CH.Input.CRON5.sample1,,628.CH.Input.CRON5.sample1
ERR1763608 ,629.CH.Input.CRON5.sample2,,629.CH.Input.CRON5.sample2
ERR1763610 ,630.CH.Input.AMER5.sample1,,630.CH.Input.AMER5.sample1
ERR1763611 ,631.CH.Input.AMER5.sample2,,631.CH.Input.AMER5.sample2
ERR1763612 ,632.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d40,,632.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d40
ERR1763613 ,633.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d42,,633.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d42
ERR1763614 ,634.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d45,,634.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d45
ERR1763615 ,635.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d48,,635.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d48
ERR1763616 ,636.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d52,,636.CH.Mfec.AMER5.Control.M1.Cohousing1.CRONdiet.Restricted.d52
ERR1763617 ,637.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d54,,637.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d54
ERR1763618 ,638.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d56,,638.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d56
ERR1763619 ,639.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d59,,639.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d59
ERR1763621 ,640.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d62,,640.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d62
ERR1763622 ,641.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d66,,641.CH.Mfec.AMER5.Control.M1.Cohousing2.CRONdiet.Restricted.d66
ERR1763623 ,642.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d10; mouse gut metagenome,,642.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d10; mouse gut metagenome
ERR1763624 ,643.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome,,643.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome
ERR1763625 ,644.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d4,,644.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d4
ERR1763626 ,645.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d6,,645.CH.Mfec.AMER5.Control.M1.Diet1.AMERdiet.AdLib.d6
ERR1763627 ,646.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d13,,646.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d13
ERR1763628 ,647.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d15,,647.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d15
ERR1763629 ,648.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d17,,648.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d17
ERR1763630 ,649.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d20,,649.CH.Mfec.AMER5.Control.M1.Diet2.CRONdiet.Restricted.d20
ERR1763632 ,650.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d23,,650.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d23
ERR1763633 ,651.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d25,,651.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d25
ERR1763634 ,652.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d29; mouse gut metagenome,,652.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d29; mouse gut metagenome
ERR1763635 ,653.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d31; mouse gut metagenome,,653.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d31; mouse gut metagenome
ERR1763636 ,654.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d38,,654.CH.Mfec.AMER5.Control.M1.CRONdiet.CRONdiet.Restricted.d38
ERR1763637 ,655.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d69,,655.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d69
ERR1763638 ,656.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d71,,656.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d71
ERR1763639 ,657.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d73,,657.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d73
ERR1763640 ,658.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d78,,658.CH.Mfec.AMER5.Control.M1.PostCohousing.CRONdiet.Restricted.d78
ERR1763641 ,659.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d40,,659.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d40
ERR1763643 ,660.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d42,,660.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d42
ERR1763644 ,661.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d45,,661.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d45
ERR1763645 ,662.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d48; mouse gut metagenome,,662.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d48; mouse gut metagenome
ERR1763646 ,663.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d52,,663.CH.Mfec.AMER5.Control.M2.Cohousing1.CRONdiet.Restricted.d52
ERR1763647 ,664.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d54,,664.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d54
ERR1763648 ,665.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d56,,665.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d56
ERR1763649 ,666.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d59,,666.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d59
ERR1763650 ,667.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d62; mouse gut metagenome,,667.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d62; mouse gut metagenome
ERR1763651 ,668.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d66,,668.CH.Mfec.AMER5.Control.M2.Cohousing2.CRONdiet.Restricted.d66
ERR1763652 ,669.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d10,,669.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d10
ERR1763654 ,670.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d2,,670.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d2
ERR1763655 ,671.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d4; mouse gut metagenome,,671.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d4; mouse gut metagenome
ERR1763656 ,672.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d6; mouse gut metagenome,,672.CH.Mfec.AMER5.Control.M2.Diet1.AMERdiet.AdLib.d6; mouse gut metagenome
ERR1763657 ,673.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d13,,673.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d13
ERR1763658 ,674.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d15; mouse gut metagenome,,674.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d15; mouse gut metagenome
ERR1763659 ,675.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d17,,675.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d17
ERR1763660 ,676.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d20; mouse gut metagenome,,676.CH.Mfec.AMER5.Control.M2.Diet2.CRONdiet.Restricted.d20; mouse gut metagenome
ERR1763661 ,677.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d23,,677.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d23
ERR1763662 ,678.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d25,,678.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d25
ERR1763663 ,679.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d27,,679.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d27
ERR1763665 ,680.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d31,,680.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d31
ERR1763666 ,681.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d38,,681.CH.Mfec.AMER5.Control.M2.CRONdiet.CRONdiet.Restricted.d38
ERR1763667 ,682.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d69; mouse gut metagenome,,682.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d69; mouse gut metagenome
ERR1763668 ,683.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d71,,683.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d71
ERR1763669 ,684.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d73,,684.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d73
ERR1763670 ,685.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d78,,685.CH.Mfec.AMER5.Control.M2.PostCohousing.CRONdiet.Restricted.d78
ERR1763671 ,686.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d40,,686.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d40
ERR1763672 ,687.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d42,,687.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d42
ERR1763673 ,688.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d45,,688.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d45
ERR1763674 ,689.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d48,,689.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d48
ERR1763676 ,690.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d52,,690.CH.Mfec.AMER5.Control.M3.Cohousing1.CRONdiet.Restricted.d52
ERR1763677 ,691.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d54; mouse gut metagenome,,691.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d54; mouse gut metagenome
ERR1763678 ,692.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d56; mouse gut metagenome,,692.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d56; mouse gut metagenome
ERR1763679 ,693.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d59,,693.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d59
ERR1763680 ,694.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d62,,694.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d62
ERR1763681 ,695.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d66,,695.CH.Mfec.AMER5.Control.M3.Cohousing2.CRONdiet.Restricted.d66
ERR1763682 ,696.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d10,,696.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d10
ERR1763683 ,697.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome,,697.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome
